,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
146,66fe8448-9e0d-4ed7-bd32-58fe9be71df2,GREEN_ASIST2,oh shit I just realized this is going to sound,16:34:00,16:35:00,,63a,,assert,
147,1d82af2a-4fa5-42af-81a9-01643232dfd3,BLUE_ASIST2,has you been revived yet or no,16:35:00,16:36:00,,64a,,info-request,
148,0552bd15-cbb0-45c9-a458-d5cd6ca84811,RED_ASIST_2,uh no not yet I did,16:38:00,16:40:00,,64b,2.0,info-provide,
149,42bb5745-8f8e-4333-b1e8-65df6ecc4c54,RED_ASIST_2,well closer,16:47:00,16:48:00,,,,,
150,d91f3bde-29f9-433a-b024-3b7351e89663,GREEN_ASIST2,this is going to sound really dumb I just realized all the rooms have fucking labels on them,16:39:00,16:44:00,,63a+,,assert,
151,6ad26472-ba3e-4144-a953-c8079a38313b,RED_ASIST_2,engineer can you come a little closer,16:50:00,16:52:00,,64a,,action-directive,
152,7782fd65-a777-4e7d-bcd4-94cbfb6969fc,RED_ASIST_2,and engineer can you free me again,16:59:00,17:1,,64a+,,action-directive,
153,972bf4b3-9ec3-490a-9d1b-cbe08df39442,BLUE_ASIST2,perfect dude I just froze like crazy,17:4,17:6,,65a,,assert,
154,7d0f3c94-980f-4a42-8d7f-0517c698ec5b,BLUE_ASIST2,no lag Spike there,17:13:00,17:14:00,,65a+,,assert,
155,d53996b7-1c4d-450f-9f43-502d34dc43b2,BLUE_ASIST2,thanks,17:17:00,17:17:00,,,,,
156,5d90d7fa-983c-453f-a73e-eca452b82d49,BLUE_ASIST2,and this is the day,17:19:00,17:20:00,,,,,
157,305690c5-fcf8-4415-8a9b-3f8e64442f4f,BLUE_ASIST2,I'll drop them,17:22:00,17:23:00,,,,,
158,7b86ec3b-cd18-464e-a296-1f1202d34f8b,RED_ASIST_2,that is a B I have,17:18:00,17:21:00,,66a,,assert,
159,01330977-eea1-4d4b-9f9e-2f362d6d0558,RED_ASIST_2,yeah,17:31:00,17:31:00,,,,,
160,d7c107b1-b96f-46cc-9408-7d238974b298,GREEN_ASIST2,if you guys want to go into the middle if you see where I'm putting down all the SOS markers in here there's a critical behind at barrier if you want it TT mint,17:24:00,17:36:00,,67a.68a,,action-directive.assert,
161,f04c3d2f-88d5-4829-9fb1-e51b7d82d168,RED_ASIST_2,all right,17:36:00,17:37:00,,67b.68b,1.0,accept.acknowledge,
162,1847a76e-a7b3-410c-930e-e75161bdb049,RED_ASIST_2,C here,17:39:00,17:42:00,,69a,,assert,
163,ac50229b-1ef2-42b7-9449-a913c3b04ceb,GREEN_ASIST2,correction there's two critical Zone here so this would be a great place to go,17:44:00,17:46:00,,70a,,assert,
164,ad7e0b04-7304-41db-a91d-41bba628b4c8,RED_ASIST_2,I am currently in D4 and I have a critical of someone could help me,17:48:00,17:51:00,,71a.72a,,assert.action-directive,
165,af4da554-7c54-4625-aca1-792312d53776,BLUE_ASIST2,trapped,17:53:00,17:53:00,,73a,,assert,
166,43926418-99ba-49c2-b8f7-b96ed4e6b558,RED_ASIST_2,and I'm also trapped yep,17:54:00,17:55:00,,74a,,assert,
167,771aaedc-5076-456f-88ec-32e2e43ac0f7,RED_ASIST_2,all right,18:0,18:0,,73b,1.0,acknowledge,
168,99ec0073-e8a4-40e9-a334-4d5d09f87ef8,BLUE_ASIST2,her friend by there's another spot right there you can go through,17:56:00,18:0,,75a,,assert,
169,2147676f-2be4-4a1e-a8b5-7471b44776e9,RED_ASIST_2,standby this critical for me,18:4,18:5,,76a,,commit,
170,126d42d5-640f-45bd-80b6-5ebf9ef4f6c9,BLUE_ASIST2,yeah,18:7,18:7,,76b,1.0,accept,
171,0a274eb5-1040-41ab-87a3-591654d71ea3,RED_ASIST_2,thank you,18:12:00,18:13:00,,76c,,acknowledge,
172,3dd9be12-bf61-4d03-a43a-b6043bb20583,GREEN_ASIST2,yeah our map is fucked,18:21:00,18:22:00,,,,,
173,f43bdf1b-a25b-4668-bfc3-ef0c254b2d2b,BLUE_ASIST2,who who lost the GPS signal,18:20:00,18:22:00,,77a,,info-request,
174,8575808a-cd53-4b03-bf9f-be6c74b67b0a,RED_ASIST_2,that one this is a critical eye cannot see my map right now cool okay so,18:16:00,18:25:00,,78a,,assert,
175,18db0cb4-3c39-492e-9067-2a6f2fcd0b87,BLUE_ASIST2,all right so G,18:26:00,18:27:00,,78b,1.0,acknowledge,
176,9646be4e-bce5-43d6-9402-e05596cbd6fa,BLUE_ASIST2,e c,18:30:00,18:30:00,,,,,
177,6eb8a193-e5e5-4612-abea-3c518ef953ed,RED_ASIST_2,there's also a b make sure to come back for a transporter,18:33:00,18:35:00,,79a.80a,,assert.action-directive,
178,9a54e4a7-6ef2-49bf-aa56-b30f77183242,GREEN_ASIST2,yep,18:36:00,18:36:00,,79b.80b,1.0,acknowledge.acknowledge,
179,9919644b-bf8d-40f5-b7c1-3c54a885688b,BLUE_ASIST2,99,18:35:00,18:35:00,,,,,
180,14fe18ab-4c16-4b3d-88cf-2f900df2006c,RED_ASIST_2,and there was okay,18:38:00,18:40:00,,,,,
181,b4906629-4f8f-4a9f-b0df-9c97a07c56f4,GREEN_ASIST2,I swear you'd think they'd give us but better GPS has,18:47:00,18:50:00,,,,,
182,1e226391-3b2a-48b2-a9b5-e2c96f13bdbf,BLUE_ASIST2,honestly,18:51:00,18:51:00,,,,,
183,b6773faa-301f-4630-b2e9-aaf82c624e23,BLUE_ASIST2,They seized budget,18:53:00,18:53:00,,,,,
184,9c3bb75a-8e51-4bc2-b509-a0db58cd365d,RED_ASIST_2,yeah,18:56:00,18:56:00,,,,,
185,d4263944-7d49-468e-89f7-788e7bda0658,GREEN_ASIST2,whereabouts did you all end up going,18:57:00,18:58:00,,81a,,info-request,
186,d72354df-fa55-41ce-88ef-fed21b02e1dd,RED_ASIST_2,I have there is an a outside of the C room,18:58:00,19:2,,82a,,assert,
187,bdd9e6af-7b6d-44e9-b667-47f054b16f17,GREEN_ASIST2,C,18:59:00,18:59:00,,82b,1.0,acknowledge,
188,1fb8e456-f83a-4708-8270-46d28d415673,BLUE_ASIST2,I'm a red red,19:1,19:2,,,,,
189,be71c959-6299-4f29-bd9e-4e974515e475,RED_ASIST_2,and I'm going to bring a b victim there shortly,19:5,19:8,,83a,,commit,
190,97830665-2451-41c4-9f6a-c4a7bea0c0f3,BLUE_ASIST2,I can grab that eggs,19:10:00,19:11:00,,84a,,commit,
191,e02d270b-6e52-4e47-a6fe-525a3f08f2c6,GREEN_ASIST2,okay and then if y'all wanted then rotate into that big Center Brown room I can I know where that is to be able to meet y'all there,19:8,19:18:00,,83b.84b.85a,1.0,acknowledge.acknowledge.action-directive,
192,4b56889e-09d9-4a9c-9332-088d3c71b382,RED_ASIST_2,all right,19:19:00,19:19:00,,85b,1.0,accept,
193,43e13360-4b3b-43ef-b395-8954bf84b8bf,GREEN_ASIST2,because you can double team there's at least two criticals in there,19:20:00,19:22:00,,86a,,assert,
194,f6a22932-5f52-406e-abe0-30c9bf65e51b,RED_ASIST_2,I'm an engineer I am trapped inside the place I was trapped before with the double doors transporter just walked past me,19:29:00,19:39:00,,87a,,assert,
195,c39b57cb-c118-4b11-8f21-8461b18bac4b,BLUE_ASIST2,why do you which one I see you guys,19:39:00,19:41:00,,87b,1.0,accept,
196,b9838c92-6fc4-4464-9f35-9a11b405d187,GREEN_ASIST2,oh I see ya out by the the C entrance at the bottom and then right here,19:41:00,19:46:00,,89a,,assert,
197,30d6770a-971f-4ea7-81d6-6930d0b1434d,RED_ASIST_2,he's coming,19:47:00,19:47:00,,90a,,assert,
198,3ab9304e-f1d0-46ce-9979-b5867f02b471,GREEN_ASIST2,okay if you actually if you go this way this door this is where we need to be going,19:48:00,19:52:00,,90b.91a,1.0,acknowledge.action-directive,
199,c04e52ec-b25d-4ec9-b2bc-fd7ec398f734,RED_ASIST_2,okay liebelei,19:53:00,19:54:00,,91b,1.0,accept,
200,962ad1e3-e439-4dcd-94e4-d42c04f94aa6,GREEN_ASIST2,into here around this way,19:57:00,19:59:00,,92a,,action-directive,
201,650a7ac3-407a-47f0-bd44-33a8b3741904,GREEN_ASIST2,there's going to be a door this way the engineer needs to break through,20:4,20:7,,92a+,,action-directive,
202,ddd8ffa7-a5e5-4da6-b0a4-f3430872755d,RED_ASIST_2,alright right around the corner here,20:8,20:9,,92b,3.0,accept,
203,b84b6016-1d3d-4e94-b234-a53ef092c423,RED_ASIST_2,okay,20:13:00,20:13:00,,92b+,3.0,accept,
204,0641dce4-348b-4868-9add-0a40be3ff61d,GREEN_ASIST2,and then there's a critical there's a critical down this way to that they need broken into the I just got blocked in as well,20:9,20:16:00,,93a,,assert,
205,b17c9af4-1655-410d-bb6c-6008e9ef01c5,BLUE_ASIST2,gotta love that,20:19:00,20:19:00,,93b,1.0,acknowledge,
206,1bc7c735-943e-4d5e-bc20-b72592af8984,RED_ASIST_2,maps,20:19:00,20:19:00,,,,,
207,0eb8dec7-49f5-4c70-bb38-3a8ec47de62e,RED_ASIST_2,okay I've put a c down,20:23:00,20:26:00,,94a,,assert,
208,87e58fab-cb5e-4990-8a59-15c062b7f8af,GREEN_ASIST2,Roger that taken care of the C I'll be back in a minute,20:29:00,20:31:00,,94b.95a.96a,1.0,acknowledge.action-directive.assert,
209,0722f2de-5c69-449d-a197-7ddd4495bfd7,BLUE_ASIST2,that's anyone back here,20:30:00,20:30:00,,97a,,info-request,
210,d298381c-391d-4876-92dd-9a2e5c1ba5ab,BLUE_ASIST2,don't nothing back there,20:35:00,20:36:00,,98a,,action-directive,
211,fe45a7e9-d1e4-4ebc-9c68-497532ae17a9,RED_ASIST_2,this is a I probably going to get locked in this room engineer,20:34:00,20:37:00,,99a,,assert,
212,bafe61f8-adec-4e91-adaf-d40eb602599e,GREEN_ASIST2,yeah I'd be surprised if you don't,20:38:00,20:39:00,,99b-1,2.0,acknowledge,
213,3fed094b-deba-4de1-a4e4-6913130191d8,BLUE_ASIST2,yeah,20:40:00,20:40:00,,99b-2,1.0,acknowledge,
214,ead72fda-0e19-4b5e-a23b-35e8a836168b,RED_ASIST_2,could you come in there is a critical,20:40:00,20:40:00,,100a,,action-directive,
215,8af4a097-73d4-467f-a642-d8368237e5cb,RED_ASIST_2,well closer,20:45:00,20:45:00,,100a+,,action-directive,
216,54381369-ef4f-4ab6-ba69-742fe4f0ea38,GREEN_ASIST2,are GPS is bag,20:48:00,20:48:00,,101a,,assert,
217,e0502209-1354-4d97-a343-dce8ade3eb4b,RED_ASIST_2,all right,20:51:00,20:51:00,,101b,1.0,acknowledge,
218,2bf064ab-698e-4e3a-a2ca-501c7ee82f5d,BLUE_ASIST2,all right what kind was trapped me in,20:54:00,20:55:00,,,,,
219,35fde05e-5ee2-4422-8399-68c0f0b7a664,RED_ASIST_2,yeah,20:54:00,20:54:00,,,,,
220,41cc97bd-c38f-4da2-a982-1a7278e94054,RED_ASIST_2,okay so this is a c,20:58:00,20:59:00,,,,,
221,2e741816-c827-411f-94ab-9cba355b186d,BLUE_ASIST2,nothing else back here,21:0,21:1,,102a,,assert,
222,3673f247-c46d-4987-9fd6-77b77db01d7d,BLUE_ASIST2,okay and then,21:8,21:8,,,,,
223,0a334018-4661-4f9c-8623-7104c3d00cae,RED_ASIST_2,don't break that door down there and see if there's anything there,21:7,21:8,,103a,,action-directive,
224,173f7823-f4bf-43bd-b7e3-f31a044a4c66,RED_ASIST_2,okay,21:14:00,21:14:00,,,,,
225,6e536581-7b53-4558-b4e7-9acc37d01204,BLUE_ASIST2,yeah,21:18:00,21:18:00,,103b,1.0,accept,
226,9b8ef893-8b26-4131-a375-db2b03859414,RED_ASIST_2,yes I have an SOS that's a c,21:16:00,21:18:00,,104a,,assert,
227,e4b1d5ff-7ae2-4d82-98ea-cd8bcecb6869,GREEN_ASIST2,did y'all hear me earlier that the GPS is back okay Roger that,21:14:00,21:20:00,,105a.104b,1.0,info-request.acknowledge,
228,a5c78fbe-0c9f-4726-846e-b1f2e48e0418,RED_ASIST_2,we are all good,21:20:00,21:22:00,,105b,2.0,info-provide,
229,2009023e-9a51-4184-84f2-4fa534795e05,GREEN_ASIST2,do you want to start working on the green side,21:21:00,21:23:00,,106a,,action-directive,
230,8e3a3d6a-f7eb-40ca-9b9d-dffb319fa514,RED_ASIST_2,the D4 should be cleared,21:23:00,21:27:00,,107a,,assert,
231,52a828b8-8fe9-4a1e-87b0-0f14a5974971,RED_ASIST_2,yeah,21:34:00,21:34:00,,,,,
232,42d2de7e-e27a-464c-a266-b124d3b8954b,BLUE_ASIST2,yeah let's go to i2a cuz it's a really critical one I think we should focus on getting,21:29:00,21:35:00,,107b.108a,1.0,acknowledge.action-directive,
233,862b0480-0b0e-4f29-aed9-c3f62ed7bcf2,GREEN_ASIST2,okay,21:36:00,21:36:00,,108b-1,1.0,accept,
234,470f5c15-64b6-41b8-ba65-0f7a532b65b3,RED_ASIST_2,definitely,21:36:00,21:36:00,,108b-2,1.0,accept,
235,377686aa-a7bc-4535-8963-982379963466,BLUE_ASIST2,it was because it's like three in there,21:37:00,21:38:00,,109a,,assert,
236,f70f575e-7dee-4264-8d8d-a25599b9efcf,BLUE_ASIST2,I'm not even checking out age they can burn,21:43:00,21:45:00,,,,,
237,be94ae2a-f877-47f3-8dfe-deb76d19c7e7,GREEN_ASIST2,it's for the greater good,21:48:00,21:49:00,,,,,
238,af80537f-193d-4bcb-b734-060788becdb8,GREEN_ASIST2,exactly,21:53:00,21:53:00,,,,,
239,ee38bcac-e5ad-4ece-9a23-146eb41f826b,BLUE_ASIST2,honestly you're worth five times the value of another person,21:51:00,21:53:00,,,,,
240,84b3a071-4990-4a98-9bca-6544575fe0ed,BLUE_ASIST2,all right through here probably going to shut all this isn't it,21:57:00,22:0,,,,,
241,77bb223c-17e9-45ff-816b-3290d0c4f03d,RED_ASIST_2,yeah,22:0,22:0,,,,,
242,38e6b318-b586-4421-ad2f-1e553bd3bced,GREEN_ASIST2,and then on that green hallway there is some critical Zone,22:1,22:4,,110a,,assert,
243,baec2649-a688-4cd6-89f1-e35ed40cf20a,GREEN_ASIST2,whereabouts are y'all,22:6,22:6,,,,,
244,4209b7fe-5e24-47df-bff7-6c16766e614f,BLUE_ASIST2,we're not i2a,22:8,22:9,,111a,,assert,
245,92b9de7f-1d95-4d5d-9716-703975b351aa,GREEN_ASIST2,i2a Roger that,22:7,22:11:00,,111b,3.0,acknowledge,
246,5ac67f51-795a-42b0-8086-834161712231,RED_ASIST_2,we are coming out of I2 I have a c right here and this is clear,22:5,22:13:00,,112a,,assert,
247,41f40b38-bc5c-40c4-958c-b582bf9cb9ae,GREEN_ASIST2,got it yeah there's a critical right here,22:14:00,22:16:00,,112b,3.0,acknowledge,
248,4f61f72f-de19-4856-b3dd-06bed89fa99c,RED_ASIST_2,all right and your mom follow me,22:16:00,22:17:00,,113a,,assert,
249,7ace6244-62b7-4341-8c06-f43f6f88b142,GREEN_ASIST2,yeah we're doing way better now,22:23:00,22:24:00,,113b,1.0,acknowledge,
250,458d9cfc-8461-466e-a481-287c1e469158,BLUE_ASIST2,yeah I got us beaten our old score so that's two minutes to go,22:19:00,22:24:00,,114a,,assert,
251,3db5e633-3aed-4ebd-bc35-e7795762b054,GREEN_ASIST2,still probably not going to get all of them but,22:26:00,22:27:00,,115a,,assert,
252,fbff5e7a-3b4f-4f0d-9e47-1068bda75418,RED_ASIST_2,you got it all right,22:32:00,22:33:00,,114b.115b,1.0,acknowledge.acknowledge,
253,a4c9e4be-912e-48c7-84da-aa5ff4c6db9d,BLUE_ASIST2,I can pick this guy up,22:33:00,22:34:00,,116a,,commit,
254,56f0b796-e460-4903-809e-274430ec385e,BLUE_ASIST2,until I get locked in,22:38:00,22:39:00,,116a+,,commit,
255,dbb6a0da-933f-4fc5-a105-e9587de332fa,GREEN_ASIST2,yeah the door is block over here engineer,22:40:00,22:41:00,,116b.117a,1.0,accept.assert,
256,edbc8ccf-31e9-4a9e-8135-a6e7c6292062,RED_ASIST_2,transfer you on take this one it's a b hold on right there that's a c that's a c,22:42:00,22:47:00,,118a,,action-directive,
257,447957c6-67a8-4364-8912-303a64d070f8,GREEN_ASIST2,which one did I just pick up was the one I just picked up okay I'll take the C then come back for the B,22:46:00,22:50:00,,118b,3.0,accept,
258,ad642289-d715-4926-93a2-becd821a8e14,RED_ASIST_2,okay I'm playing the B outside the door,22:51:00,22:53:00,,118c.119a,,acknowledge.commit,
259,788cc5e8-f13b-421f-b4da-ccbf06971ebf,GREEN_ASIST2,okay,22:54:00,22:54:00,,119b,1.0,acknowledge,
260,8b837905-be1e-4963-9bc9-1bd7568a66e7,BLUE_ASIST2,all right I'm still oh my gosh,22:56:00,22:58:00,,,,,
261,72759085-3367-4b08-8170-0abb1aa64414,RED_ASIST_2,you're moving a little bit,22:57:00,22:58:00,,,,,
262,efa3b865-d894-4b02-a1c6-d85891480119,GREEN_ASIST2,awesome got that b,23:7,23:8,,,,,
263,5f69be87-0f09-482e-94f9-367040db3b61,RED_ASIST_2,C their engineer,23:6,23:7,,,,,
264,72b8166f-289c-420f-9e1c-6a3de0bd7761,BLUE_ASIST2,that was like the hardest lag Spike,23:12:00,23:13:00,,,,,
265,75e17176-408d-4ea1-bb5b-8e4f4f921817,BLUE_ASIST2,okay jeez,23:16:00,23:17:00,,,,,
266,ddce4ba8-da96-48ae-9314-412ce94f2917,BLUE_ASIST2,that hurt,23:21:00,23:21:00,,,,,
267,0a73ec9f-5318-48fc-bfad-c6e31a468af5,GREEN_ASIST2,there's a critical down on the other side in the case if you don't want to head over this way next,23:19:00,23:26:00,,120a,,assert,
268,48f6decc-bac5-4c3c-8187-cb97fb4b11a7,GREEN_ASIST2,okay,23:30:00,23:30:00,,,,,
269,3cff63e4-7674-4555-8b2b-0c627f9b5686,RED_ASIST_2,all right I am currently an i4 and then I will be there there's two people here,23:22:00,23:31:00,,120b.121a,1.0,acknowledge.assert,
270,295ca2de-c75c-41e2-a742-bc757a26b5eb,GREEN_ASIST2,Roger that,23:33:00,23:33:00,,121b,1.0,acknowledge,
271,e6dee521-3ec1-4a22-8866-b8986996e49e,RED_ASIST_2,okay I will be there next,23:38:00,23:39:00,,121c,,acknowledge,
272,52af1bd9-36e6-45bf-9b09-6ca1112a625e,GREEN_ASIST2,yeah there's two critical Zone this side yep,23:36:00,23:38:00,,122a,,assert,
273,a4fd89fa-64a8-4f87-b7a7-72ed14fc5b74,RED_ASIST_2,so,23:41:00,23:41:00,,,,,
274,d90ea148-511c-4c4c-9684-7749273f1e25,BLUE_ASIST2,I'm in L3 clear in this out medic,23:42:00,23:45:00,,123a,,assert,
275,afb57b3f-ab4b-4a8c-bc37-7ce8f19b5bcb,RED_ASIST_2,this is a b all right,23:43:00,23:48:00,,124a,,assert,
276,7660eab6-355e-40bd-8d0b-bedff9ef1ee3,BLUE_ASIST2,there's two in here one critical one normal,23:52:00,23:54:00,,125a,,assert,
277,8f219116-aca3-438a-8fa0-03ae572327e9,GREEN_ASIST2,awesome I got that medic,23:59:00,24:0,,125b,2.0,acknowledge,
278,4efd7d26-1226-4ac3-86d5-72145067f90a,BLUE_ASIST2,you got 20 seconds left we can just get the critical and dip,23:57:00,23:59:00,,126a.127a,,assert.action-directive,
279,8696e04c-089b-4895-8ce7-3c3fcbce8bd3,RED_ASIST_2,yeah this is this is an a,24:0,24:1,,127b.128a,1.0,acknowledge.assert,
280,73360a49-41f1-4b10-8537-f6853fd86e50,RED_ASIST_2,what room engineer,24:3,24:3,,129a,,info-request,
281,b496b0f9-8f60-4323-9ae5-477622c3ce5f,GREEN_ASIST2,you said a as an alpha,24:4,24:5,,128b,3.0,follow-up-question,
282,6a81e914-9c65-4c5c-99d2-4b6fb9e16f53,RED_ASIST_2,yep what room engineer,24:6,24:8,,128c.130a,,info-provide.info-request,
283,e281f85c-8841-4a1c-992c-fb98dff38302,BLUE_ASIST2,L3,24:7,24:7,,130b,3.0,info-provide,
284,98d367ed-3ce8-4b58-9ff8-aa39a817a549,RED_ASIST_2,L3 okay I'm coming up there,24:9,1900-01-01 00:12:00,,130c.131a,,acknowledge.commit,
285,ea06de0a-688e-4510-9b88-4fb2af15242a,BLUE_ASIST2,I'm sorry yeah L3,1900-01-01 00:12:00,1900-01-01 00:14:00,,130b+,3.0,info-provide,
286,1f6c8df6-1af9-40d9-98d3-5e0ec7a29296,RED_ASIST_2,okay,1900-01-01 00:14:00,1900-01-01 00:14:00,,130c+,,acknowledge,
287,86038719-61e9-419f-b59c-f2d756fef358,GREEN_ASIST2,yeah we ran out of time,1900-01-01 00:18:00,1900-01-01 00:18:00,,132a,,assert,
288,2029376b-8b06-492a-b2b2-b9c4d3676271,RED_ASIST_2,oh yep,1900-01-01 00:18:00,1900-01-01 00:18:00,,132b,1.0,acknowledge,
289,3c5cbe8d-c735-426e-99f1-40758baf491a,BLUE_ASIST2,nevermind I think we're out of time jeez C,1900-01-01 00:17:00,1900-01-01 00:20:00,,133a,,assert,
290,12bc5995-ab94-4b02-87da-77674c81f96c,BLUE_ASIST2,what about Improvement,1900-01-01 00:30:00,1900-01-01 00:30:00,,,,,post-game
291,a40b0f8d-a8ae-4b05-b8c1-441f70ec1986,GREEN_ASIST2,yeah let's go guys,1900-01-01 00:32:00,1900-01-01 00:33:00,,,,,post-game
292,d2585557-0c17-4b61-af01-f073e7c24c0e,RED_ASIST_2,Ikea we did great,1900-01-01 00:32:00,1900-01-01 00:33:00,,,,,post-game
293,2e4679a2-7f3c-4576-97e2-313b7c3dba00,BLUE_ASIST2,if I didn't know laugh 20 seconds,1900-01-01 00:35:00,1900-01-01 00:36:00,,,,,post-game
294,2fe8bf00-a7a9-4171-afbd-1f470d1ee010,BLUE_ASIST2,Open Door,1900-01-01 00:40:00,1900-01-01 00:41:00,,,,,post-game
295,c912468f-2edc-4f62-8380-e000419ef51b,BLUE_ASIST2,oops sorry click mad at us,1900-01-01 01:24:00,1900-01-01 01:26:00,,,,,post-game
296,a1b1f691-6349-4192-a5d6-4375f1e13854,BLUE_ASIST2,and this is engineer I just finished the survey,1900-01-01 04:11:00,1900-01-01 04:13:00,,,,,post-game
297,e5a078ae-ac63-4681-bd54-c60897232fd3,RED_ASIST_2,this is medic I'm time to study,1900-01-01 05:29:00,1900-01-01 05:30:00,,,,,post-game
298,1a1cc10d-34f2-4186-b253-42d1967b2a5e,GREEN_ASIST2,transporter just finished Hill,1900-01-01 05:32:00,1900-01-01 05:33:00,,,,,post-game
